1	1	4
2	2	11.056
3	2	18.167
4	3	27.056
5	1	35.5
6	1	43.278
7	3	50.5
8	2	57.889
9	2	65.111
10	3	74.111
11	1	81.611
12	1	89.389
13	2	99.056
14	1	106.22
15	2	115.61
16	3	125.39
17	3	132.78
18	2	139.89
19	1	147.44
20	3	157.39
21	2	164.39
22	3	172.89
23	3	180.06
24	1	187.94
25	1	197.83
26	2	205.61
27	1	213.44
28	3	220.89
29	1	228.5
30	2	235.83
31	3	243.61
32	3	250.94
33	1	258.06
34	3	267.22
35	2	276.11
36	3	283.44
37	2	292.11
38	2	299.11
39	1	308.33
40	1	316.06
41	3	323.94
42	3	331.78
43	1	341.39
44	2	348.78
45	1	356.5
46	1	364.17
47	2	371.83
48	1	380
49	3	389
50	2	396.17
51	2	405.44
52	3	412.78
53	1	420.22
54	3	427.22
55	2	434.33
56	2	443.78
57	3	452
58	1	459.22
59	2	468.94
60	3	476
