1	3	4
2	3	11.167
3	1	18.389
4	2	26.667
5	2	33.944
6	3	42.333
7	2	49.667
8	3	57.167
9	2	66.333
10	1	73.5
11	2	82.889
12	2	90.444
13	1	98.667
14	3	105.94
15	2	113.61
16	2	120.61
17	1	128.83
18	2	138.11
19	3	145.83
20	1	153.17
21	2	161.28
22	3	169.28
23	1	176.39
24	3	184
25	2	191.06
26	1	198.61
27	1	205.89
28	2	213.28
29	3	222
30	1	229.67
31	1	237.94
32	2	245.78
33	3	255.67
34	1	263.11
35	1	272.22
36	3	279.56
37	3	289.5
38	1	296.56
39	3	306.28
40	1	313.67
41	2	323
42	2	330.06
43	3	337.28
44	2	346.78
45	3	354.22
46	3	362.83
47	2	370.83
48	1	377.94
49	3	386.11
50	1	393.78
51	2	401.28
52	1	408.78
53	3	418.44
54	1	426
55	2	436
56	1	444.5
57	2	451.72
58	1	461.17
59	3	468.28
60	3	476
