1	1	4
2	3	12.556
3	2	19.889
4	2	27.889
5	1	35.056
6	3	45
7	1	52.389
8	3	60
9	2	67.056
10	1	76.389
11	2	84.333
12	2	91.333
13	3	98.722
14	2	108.11
15	2	115.33
16	3	122.5
17	3	132.33
18	1	140
19	2	147.72
20	3	156.61
21	1	163.94
22	3	171.06
23	1	179.06
24	1	186.67
25	2	196.44
26	1	206.17
27	2	213.17
28	3	222.78
29	1	231.39
30	3	240.39
31	1	248.33
32	2	255.44
33	2	263.5
34	3	272.11
35	1	279.83
36	3	286.83
37	1	296.83
38	2	305.28
39	3	312.67
40	3	319.89
41	1	327.89
42	1	335.11
43	2	342.28
44	3	352.17
45	2	359.5
46	1	366.67
47	3	375.83
48	1	383.44
49	3	391.78
50	2	398.83
51	3	406.22
52	1	414.39
53	3	421.39
54	2	428.67
55	2	436.11
56	3	443.78
57	2	452.72
58	1	459.94
59	1	467.44
60	2	476
