1	2	4
2	3	11.944
3	1	19.278
4	1	29.167
5	2	36.333
6	2	44.389
7	1	51.389
8	3	58.778
9	1	67.667
10	1	74.778
11	2	83.278
12	2	92.333
13	1	99.833
14	3	107.94
15	2	115.11
16	3	123.39
17	3	130.44
18	1	138.28
19	2	145.61
20	1	155.28
21	1	164.89
22	3	173.83
23	1	182.5
24	3	189.83
25	2	197.39
26	1	204.78
27	3	214.78
28	3	222.17
29	1	230.17
30	1	237.39
31	2	244.67
32	3	252.72
33	2	260.22
34	3	268.33
35	3	276.17
36	2	284.61
37	3	291.72
38	1	298.72
39	2	305.72
40	3	312.83
41	1	321.39
42	2	328.67
43	2	336.61
44	3	346.33
45	1	353.39
46	2	360.94
47	3	370.33
48	1	379.11
49	3	386.33
50	2	396.28
51	3	403.33
52	1	410.39
53	2	419.11
54	1	427.5
55	3	434.83
56	2	442.11
57	2	451.39
58	3	459.06
59	2	466.5
60	1	476
