1	1	4
2	1	12.333
3	2	22
4	2	29.222
5	1	37.444
6	1	44.5
7	3	51.556
8	3	58.944
9	2	66.167
10	3	73.833
11	3	83.833
12	1	90.944
13	1	98.5
14	3	105.56
15	2	112.94
16	3	120.94
17	2	130.06
18	1	138.06
19	3	147.94
20	3	154.94
21	2	164.89
22	3	172
23	2	179.33
24	2	186.83
25	3	195
26	1	204.22
27	2	212.33
28	2	220.11
29	3	227.39
30	3	234.67
31	1	242.44
32	2	251.78
33	3	260.44
34	1	267.44
35	3	274.83
36	2	282.39
37	2	289.39
38	3	297.83
39	1	305.33
40	3	312.5
41	2	322.22
42	2	329.33
43	1	338.72
44	2	348.17
45	1	355.78
46	1	363.22
47	2	370.39
48	3	380
49	1	387.11
50	3	395.33
51	1	403.39
52	2	410.56
53	2	418.11
54	1	427.06
55	1	435.39
56	3	443.17
57	2	452.67
58	3	460.39
59	1	468.11
60	1	476
