1	3	4
2	2	11.056
3	2	19.611
4	3	27.444
5	2	35.111
6	3	42.5
7	2	50.389
8	3	60.167
9	1	67.222
10	3	74.722
11	1	82
12	1	89.611
13	3	97.556
14	2	106.28
15	2	113.61
16	3	120.61
17	1	130.5
18	1	138.17
19	2	145.33
20	1	154.78
21	2	161.94
22	3	169.06
23	2	178.56
24	1	185.56
25	2	192.94
26	2	202.89
27	1	210.06
28	1	217.94
29	2	225.67
30	2	235.33
31	1	242.67
32	1	250.28
33	3	259
34	3	268
35	1	275.11
36	2	282.56
37	3	292.11
38	3	299.94
39	1	309.67
40	3	317
41	2	324.22
42	3	333.28
43	3	341.17
44	1	348.89
45	3	355.94
46	2	363.72
47	1	371.11
48	3	378.89
49	2	386.44
50	1	393.83
51	2	402.5
52	1	411
53	3	419.94
54	1	426.94
55	3	435.33
56	2	444.28
57	2	451.56
58	3	459.94
59	1	467
60	1	476
